data,infected_Agrigento,infected_Alessandria,infected_Ancona,infected_Aosta,infected_Arezzo,infected_Ascoli_Piceno,infected_Asti,infected_Avellino,infected_Bari,infected_Barletta-Andria-Trani,infected_Belluno,infected_Benevento,infected_Bergamo,infected_Biella,infected_Bologna,infected_Bolzano,infected_Brescia,infected_Brindisi,infected_Cagliari,infected_Caltanissetta,infected_Campobasso,infected_Caserta,infected_Catania,infected_Catanzaro,infected_Chieti,infected_Como,infected_Cosenza,infected_Cremona,infected_Crotone,infected_Cuneo,infected_Enna,infected_Fermo,infected_Ferrara,infected_Firenze,infected_Foggia,infected_Forlì-Cesena,infected_Frosinone,infected_Genova,infected_Gorizia,infected_Grosseto,infected_Imperia,infected_Isernia,infected_L'Aquila,infected_La_Spezia,infected_Latina,infected_Lecce,infected_Lecco,infected_Livorno,infected_Lodi,infected_Lucca,infected_Macerata,infected_Mantova,infected_Massa_Carrara,infected_Matera,infected_Messina,infected_Milano,infected_Modena,infected_Monza_e_della_Brianza,infected_Napoli,infected_Novara,infected_Nuoro,infected_Oristano,infected_Padova,infected_Palermo,infected_Parma,infected_Pavia,infected_Perugia,infected_Pesaro_e_Urbino,infected_Pescara,infected_Piacenza,infected_Pisa,infected_Pistoia,infected_Pordenone,infected_Potenza,infected_Prato,infected_Ragusa,infected_Ravenna,infected_Reggio_nell'Emilia,infected_Rieti,infected_Rimini,infected_Roma,infected_Rovigo,infected_Salerno,infected_Sassari,infected_Savona,infected_Siena,infected_Siracusa,infected_Sondrio,infected_Sud_Sardegna,infected_Taranto,infected_Teramo,infected_Terni,infected_Torino,infected_Trapani,infected_Trento,infected_Treviso,infected_Trieste,infected_Udine,infected_Varese,infected_Venezia,infected_Verbano-Cusio-Ossola,infected_Vercelli,infected_Verona,infected_Vibo_Valentia,infected_Vicenza,infected_Viterbo
2020-11-22 17:00:00,2408,12883,7919,5945,8808,3470,6869,6388,16892,4833,7218,2293,23677,5247,22976,21200,31612,2995,3866,2275,2447,26118,13689,2111,4557,24231,3926,12123,1168,19738,1788,3107,5099,26703,10168,7132,8802,28715,3008,3288,5124,1418,7788,6302,7720,3388,10041,6641,8063,9376,5937,10583,5938,2275,5248,139309,18695,38959,85045,11194,3128,1568,23300,15673,8800,18094,15974,5344,4733,10724,12974,8152,4707,4028,8334,4868,6477,15539,2546,8174,75515,3283,16401,7008,5431,3936,3243,5784,2923,4920,6171,4842,80947,3912,14132,23908,6206,10425,38564,17804,4820,5573,23247,829,21370,6631
2020-11-23 17:00:00,2412,13030,8009,6022,8925,3484,6934,6472,17296,5020,7370,2389,23842,5286,23436,21460,32017,3061,3951,2319,2508,26375,14123,2130,4638,25073,4065,12186,1168,19920,1822,3123,5205,27068,10336,7286,8965,28900,3035,3363,5140,1448,7994,6335,7744,3404,10225,6745,8201,9501,5949,10640,6013,2304,5293,140913,19174,39708,86302,11508,3286,1568,23887,16086,9003,18179,16053,5372,4790,10872,13164,8280,4735,4057,8441,5028,6681,15841,2607,8433,77484,3347,16745,7145,5459,3973,3344,5817,3048,5059,6474,4865,81759,3926,14225,24314,6334,10614,39412,18177,4919,5643,23365,872,22157,6738
2020-11-24 17:00:00,2488,13115,8096,6092,9000,3537,7038,6472,17833,5219,7564,2389,23970,5332,23771,21620,32243,3223,4016,2382,2542,26375,14465,2166,4777,25501,4194,12276,1169,20432,1842,3136,5372,27388,10743,7490,9003,29213,3063,3385,5191,1484,8123,6398,7755,3513,10340,6802,8279,9577,6041,11019,6080,2429,5453,142355,19710,40204,86302,11615,3348,1585,24214,16399,9239,18418,16224,5455,4911,11129,13279,8348,4863,4188,8578,5107,6856,16200,2635,8634,79891,3434,16745,7242,5504,3998,3439,5884,3097,5201,6628,4912,82836,4084,14368,24787,6387,10951,40423,18450,4982,5697,23873,878,22560,6757
2020-11-25 17:00:00,2559,13402,8203,6119,9078,3600,7138,6650,18386,5414,7724,2598,24123,5391,24190,21961,32634,3379,4095,2425,2605,27095,14795,2212,4901,25877,4276,12395,1222,21050,2012,3184,5535,27640,11051,7675,9549,29445,3185,3444,5262,1527,8234,6484,8036,3617,10489,6885,8404,9710,6165,11158,6134,2555,5517,144616,19954,40573,88884,11855,3471,1601,24780,16727,9429,18725,16494,5536,5108,11342,13370,8455,4998,4388,8685,5195,7037,16432,3049,8902,80679,3547,17646,7333,5544,4020,3504,6061,3139,5385,6779,5012,84205,4242,14547,24796,6470,11302,40886,18892,5115,5766,24567,901,23198,6804
2020-11-26 17:00:00,2616,13633,8313,6163,9201,3678,7304,6814,19005,5614,7870,2661,24331,5461,24801,22253,33085,3496,4157,2505,2685,27531,15297,2273,5026,26341,4378,12520,1281,21624,2121,3244,5634,28014,11214,7918,9584,29796,3323,3492,5332,1555,8375,6530,8040,3728,10724,6993,8518,9866,6313,11377,6186,2667,5643,146676,20202,41239,90974,12077,3624,1625,25367,17243,9535,19066,16753,5638,5286,11471,13557,8619,5134,4510,8785,5375,7213,16767,3062,9074,82849,3649,17985,7403,5630,4059,3586,6182,3235,5605,6899,5083,85474,4358,14844,26138,6569,11739,41445,19483,5190,5888,25142,912,23773,6829
2020-11-27 17:00:00,2765,13887,8427,6264,9279,3750,7486,6956,19680,5820,8023,2727,24509,5632,25341,22663,33421,3606,4245,2557,2736,28185,15629,2324,5098,26958,4565,12601,1368,22188,2332,3302,5776,28293,11559,8040,9680,30137,3513,3531,5373,1583,8633,6654,8053,3865,10892,7068,8645,10024,6412,11669,6290,2709,5778,148464,20731,41674,92583,12413,3715,1697,26072,17712,9654,19359,16946,5741,5446,11617,13761,8728,5309,4673,8834,5461,7419,16992,3069,9178,84990,3713,18454,7500,5723,4081,3670,6292,3262,5855,6938,5143,86647,4406,15073,26910,6693,12111,42282,19809,5324,6196,25796,936,24461,6835
2020-11-28 17:00:00,2767,14070,8546,6336,9362,3818,7586,7081,20190,6002,8215,2804,24759,5724,25890,23157,33781,3705,4321,2582,2824,28583,15944,2373,5148,27406,4806,12698,1427,22607,2381,3353,5867,28545,11943,8208,9766,30383,3618,3575,5420,1642,8753,6731,8070,4000,11060,7134,8762,10172,6555,11878,6398,2783,5937,150212,21094,41875,94351,12581,3725,1730,26722,18126,9825,19628,17193,5806,5537,11770,13995,8845,5546,4809,8903,5543,7599,17300,3109,9335,86844,3774,18819,7653,5784,4156,3746,6355,3301,6120,7179,5226,87698,4473,15292,27454,7069,12806,42867,20398,5360,6270,26622,942,25063,6894
2020-11-29 17:00:00,2841,14356,8643,6383,9424,3888,7683,7174,20324,6099,8401,2835,24897,5767,26252,23594,34103,3750,4434,2607,2919,28832,16308,2402,5222,27621,5009,12770,1465,22827,2425,3409,5949,28806,12391,8312,9771,30592,3683,3615,5489,1661,8852,6798,8075,4054,11144,7191,8820,10300,6677,11999,6458,2833,6063,151185,21483,42524,95563,12785,3855,1763,27243,18395,9976,19795,17428,5963,5641,11891,14134,8929,5695,4928,8966,5601,7797,17528,3111,9512,88824,3837,19192,7785,5860,4170,3801,6529,3309,6246,7310,5295,88655,4482,15557,27810,7159,13174,43019,20820,5485,6340,26998,945,25696,6894
2020-11-30 17:00:00,2913,14487,8723,6428,9492,3895,7769,7259,20839,6186,8593,2882,25001,5820,26749,23777,34225,3819,4496,2650,2963,29101,16811,2415,5363,27654,5072,12820,1562,22980,2449,3417,6047,29053,12589,8419,9929,30761,3733,3631,5491,1704,8967,6819,9484,4119,11236,7232,8836,10407,6694,12007,6516,2877,6161,152125,21953,42856,96485,12903,3956,1773,27671,18683,10112,19859,17493,6094,5674,11946,14263,9042,5768,4976,9054,5674,7976,17750,3116,9765,88741,3890,19538,7878,5900,4196,3831,6556,3372,6408,7542,5298,89234,4489,15733,28140,7264,13518,43113,21253,5503,6370,27264,945,25962,6967
2020-12-01 17:00:00,2962,14615,8774,6453,9531,4046,7831,7297,21416,6362,8724,2907,25130,5854,26916,23871,34384,3915,4581,2728,3012,29320,17425,2443,5450,28547,5237,12861,1562,23325,2453,3423,6124,29202,13156,8553,10438,30959,3803,3650,5549,1713,9211,6854,9721,4197,11344,7291,8947,10480,6720,12133,6558,2914,6247,153010,22299,43068,97171,13002,4033,1783,28069,19040,10245,20089,17607,6187,5714,12070,14396,9098,5899,5093,9133,5729,8117,17950,3274,9883,89426,3989,19692,8031,5935,4205,3918,6597,3467,6567,7590,5328,90098,4558,15889,28728,7433,13875,44149,21682,5550,6401,27641,945,26360,7017
2020-12-02 17:00:00,2962,14803,8874,6493,9569,4096,7923,7404,22294,6568,8843,2963,25260,5903,27267,24188,34687,4002,4628,2780,3058,29684,18046,2485,5513,28863,5401,12987,1590,23554,2459,3480,6244,29436,13364,8650,10526,31128,3947,3687,5592,1763,9350,6918,9848,4295,11397,7332,9002,10548,6818,12398,6585,2940,6489,154119,22478,43312,98067,13149,4128,1809,28593,19430,10282,20276,17814,6295,5767,12187,14492,9206,6120,5221,9224,5771,8304,18124,3804,10163,90401,4127,20011,8215,5985,4241,3978,6789,3560,6741,7716,5392,90864,4628,16167,29223,7542,14203,44511,22090,5577,6474,28183,958,26885,7075
2020-12-03 17:00:00,3023,15016,8975,6535,9638,4161,8084,7599,23015,6745,9064,3005,25364,5994,27705,24562,34956,4149,4779,2825,3095,30096,18709,2520,5596,29320,5533,13061,1621,23787,2487,3547,6346,29633,13614,8734,10605,31379,4088,3715,5637,1779,9492,7003,9854,4430,11465,7403,9123,10640,6921,12484,6671,2983,6615,155430,22753,43635,99255,13325,4240,1835,29281,19630,10409,20575,18029,6419,5836,12344,14671,9285,6353,5302,9302,5825,8419,18364,3804,10358,92037,4243,20461,8385,6007,4291,4037,6884,3639,6904,7819,5452,92078,4686,16406,29946,7696,14437,44965,22433,5629,6541,29030,963,27482,7110
2020-12-04 17:00:00,3061,15257,9067,6562,9669,4209,8190,7606,23756,6910,9316,3021,25606,6051,28213,24847,35398,4310,4886,2912,3158,30207,19260,2552,5675,29657,5663,13183,1663,24102,2527,3617,6414,29906,13720,8863,10690,31569,4230,3727,5169,1892,9625,7057,9860,4527,11586,7473,9212,10776,7088,12752,6748,3014,6889,156893,23236,44096,100750,13502,4396,1935,29953,19921,10551,20855,18159,6524,5968,12431,14862,9405,6652,5410,9419,5864,8621,18653,3815,10562,93719,4325,20557,8467,6054,4335,4075,6966,3745,7039,7908,5489,93033,4693,16661,30653,7901,14812,45455,22996,5804,6622,29692,975,28168,7141
2020-12-05 17:00:00,3101,15371,9160,6608,9715,4269,8291,7666,24385,7140,9563,3095,25796,6124,28651,25113,35682,4492,4998,2962,3289,30317,19748,2580,5745,29871,5791,13254,1736,24267,2596,3677,6529,30100,14164,8994,10715,31715,4286,3755,5676,1913,9725,7095,9866,4666,11718,7531,9247,10860,7179,12884,6781,3075,6978,157873,23651,44381,101809,13623,4536,1947,30541,20241,10677,21027,18337,6619,6032,12545,14971,9483,6868,5480,9525,5918,8827,18955,3815,10709,95435,4406,20811,8618,6129,4368,4132,7139,3794,7294,8055,5531,93804,4766,16887,31440,7992,15195,45850,23580,5839,6666,30485,980,28616,7162
2020-12-06 17:00:00,3125,15487,9275,6642,9776,4326,8372,7704,25168,7300,9908,3169,25914,6152,29063,25361,36010,4628,5151,2991,3315,30616,20161,2607,5783,29942,5922,13322,1821,24553,2652,3740,6671,30331,14378,9056,10742,31864,4333,3790,5721,1923,9823,7146,9869,4886,11745,7576,9373,10949,7261,13002,6815,3094,7060,158717,23990,44603,102702,13722,4537,1961,31073,20530,10789,21197,18453,6711,6086,12638,15081,9552,7024,5542,9576,5958,8996,19238,3821,10854,96985,4577,21044,8710,6179,4396,4187,7264,3827,7553,8161,5638,94349,4800,17103,31952,8072,15604,45944,24142,5888,6708,31020,1024,29365,7202
2020-12-07 17:00:00,3125,15616,9332,6662,9800,4334,8446,7764,25446,7298,10003,3194,25986,6167,29392,25476,36120,4706,5290,3004,3342,30870,20609,2607,5807,30197,5965,13335,1861,24632,2669,3744,6770,30476,14840,9193,10916,31973,4362,3799,5725,1948,9882,7154,10320,4971,11874,7630,9376,11049,7280,13005,6911,3137,7169,159158,24417,44782,103092,13803,4613,1976,31486,20787,10933,21226,18512,6765,6111,12754,15160,9603,7141,5603,9600,5986,9211,19457,3848,11032,97599,4643,21294,8785,6183,4407,4226,7277,3888,7653,8184,5642,94822,4807,17268,32470,8136,15748,46207,24632,5902,6760,31708,1067,29602,7291
2020-12-08 17:00:00,3171,15725,9394,6680,9826,4402,8523,7794,25661,7455,10180,3350,26034,6210,29933,25555,36251,4736,5353,3053,3377,31025,21049,2637,5931,30340,6008,13380,1861,24808,2727,3760,6878,30575,14959,9305,10983,32094,4378,3813,5777,1953,9925,7191,10337,5056,11920,7659,9435,11072,7327,13217,6952,3153,7274,159578,24762,44898,103503,13928,4616,1981,32021,21001,10975,21398,18587,6854,6177,12799,15233,9654,7291,5646,9654,6031,9299,19635,3967,11156,98741,4728,21448,8902,6225,4425,4258,7351,3926,7943,8264,5699,95168,4966,17417,33048,8223,16148,46344,25135,5947,6779,32312,1072,30186,7421
2020-12-09 17:00:00,3180,15832,9470,6697,9852,4422,8582,7857,25984,7490,10270,3794,26137,6233,30239,25787,36516,4926,5385,3090,3389,31325,21396,2650,5946,30362,6044,13428,1906,24947,2737,3764,6923,30731,15195,9363,11283,32210,4470,3828,5782,1955,10049,7214,11057,5153,11964,7694,9447,11130,7365,13246,7000,3168,7312,159914,24859,45004,104152,14024,4694,1991,32472,21213,11050,21474,18671,6937,6218,12849,15287,9710,7415,5665,9687,6097,9486,19805,4158,11223,98754,4833,21459,8990,6265,4449,4284,7353,3971,7976,8346,5701,95596,4974,17599,33385,8387,16389,46494,25531,5997,6817,32970,1077,30552,7471
2020-12-10 17:00:00,3232,15920,9491,6715,9877,4469,8630,7919,26250,7779,10491,3949,26216,6267,30590,26031,36747,5056,5493,3115,3394,31499,21820,2672,6005,30492,6103,13478,1906,25086,2772,3801,7016,30877,15509,9491,11325,32331,4573,3839,5828,1972,10108,7301,11085,5318,12018,7721,9540,11200,7428,13366,7034,3181,7455,160546,25130,45180,104786,14084,4696,2006,33125,21422,11098,21656,18806,7084,6309,12914,15372,9755,7589,5698,9750,6159,9625,19961,4177,11400,100056,4959,21822,9077,6309,4460,4319,7370,4007,8133,8361,5742,96083,5073,17816,34050,8455,16704,46769,26136,6048,6852,34282,1090,31107,7547
2020-12-11 17:00:00,3250,16119,9580,6722,9909,4511,8729,7974,26917,8111,10783,4079,26346,6328,31002,26283,36910,5271,5557,3136,3443,31816,22270,2706,6070,30807,6180,13538,1916,25264,2794,3868,7116,31030,15767,9528,11378,32497,4686,3846,5864,1996,10158,7369,11214,5421,12082,7761,9644,11285,7546,13598,7108,3196,7573,161390,25241,45419,105378,14238,4706,2041,33738,21696,11173,21827,18926,7226,6346,13002,15506,9835,7836,5787,9782,6177,9715,20159,4215,11483,101024,5109,22022,9118,6347,4480,4372,7447,4055,8352,8471,5835,96842,5098,17976,34640,8636,16996,47233,26681,6072,6916,35186,1095,31847,7575
2020-12-12 17:00:00,3297,16222,9675,6747,9978,4601,8813,8054,27455,8364,11038,4130,26520,6380,31473,26533,37403,5315,5602,3158,3489,31976,22672,2736,6124,31009,6258,13607,1955,25492,2816,3936,7215,31177,16022,9649,11518,32637,4731,3864,5886,2020,10236,7414,11234,5513,12147,7795,9669,11349,7633,13793,7138,3205,7741,162244,25619,45522,106232,14326,4713,2075,34544,21885,11272,22069,19064,7324,6420,13117,15586,9894,8144,5861,9814,6212,9893,20320,4253,11641,101937,5226,22268,9158,6397,4521,4422,7572,4097,8633,8537,5890,97616,5179,18198,35901,8739,17412,47342,27389,6119,6961,36223,1100,32715,7650
2020-12-13 17:00:00,3371,16306,9794,6781,10013,4643,8895,8102,27975,8482,11276,4161,26624,6407,31961,26784,37728,5375,5667,3191,3578,32147,23000,2743,6212,31108,6370,13666,1970,25600,2829,4000,7329,31391,16303,9767,11535,32777,4788,3881,5910,2050,10299,7462,11237,5608,12265,7837,9741,11424,7736,13946,7202,3221,7824,163095,26039,45644,106944,14475,5204,2095,35084,22036,11365,22276,19153,7444,6512,13215,15676,9951,8262,5894,9875,6261,10088,20500,4257,11845,103215,5366,22464,9184,6503,4539,4474,7651,4128,8725,8632,5946,98039,5204,18355,36709,8868,17676,47415,27972,6202,6998,37057,1119,33625,7683
2020-12-14 17:00:00,3371,16383,9821,6795,10049,4653,8922,8154,28187,8543,11499,4209,26715,6422,32340,26852,37869,5418,5722,3218,3611,32272,23373,2760,6247,31137,6396,13674,1981,25665,2842,4035,7449,31486,16565,9877,11578,32901,4810,3886,5913,2058,10367,7485,11245,5667,12304,7882,9772,11484,7793,14012,7235,3241,8025,163489,26356,45683,107535,14485,5224,2097,35702,22250,11483,22315,19205,7485,6524,13244,15740,10002,8363,5939,9913,6275,10285,20671,4272,11951,104417,5425,22739,9274,6568,4557,4545,7659,4189,8738,8710,5950,98376,5205,18469,37571,8919,17903,47434,28278,6214,7020,37437,1140,33950,7723
2020-12-15 17:00:00,3453,16486,9842,6815,10075,4690,9074,8224,28554,8647,11670,4253,26812,6479,32680,26940,37958,5540,5782,3239,3634,32396,23776,2818,6275,31584,6410,13722,2028,25875,2882,4057,7510,31567,16710,9997,11630,32989,4886,3933,5931,2072,10380,7531,11267,5813,12318,7896,9815,11532,7824,14124,7251,3257,8135,164083,26594,45755,107944,14562,5272,2116,36243,22472,11524,22436,19330,7592,6557,13339,15788,10029,8571,5983,9925,6330,10390,20790,4338,12052,105385,5511,22805,9350,6627,4570,4574,7727,4217,8867,8736,6004,98807,5330,18846,38192,8987,18367,48066,29059,6252,7044,38056,1151,34446,7761
2020-12-16 17:00:00,3489,16596,9985,6853,10116,4728,9158,8281,29101,8866,11933,4298,26934,6521,32911,27225,38333,5630,5894,3269,3651,32548,24073,2882,6351,31771,6450,13782,2050,26074,2893,4104,7585,31686,16952,10093,12029,33132,5023,3943,5953,2080,10432,7611,12164,5955,12431,7937,9913,11612,7941,14275,7300,3286,8388,164820,26739,46300,108421,14659,5416,2153,36795,22757,11603,22666,19418,7708,6629,13411,15854,10062,8705,6049,9945,6362,10598,20970,4427,12176,105079,5651,23010,9418,6651,4600,4643,7787,4261,9009,8793,6080,99400,5382,19090,38863,9116,18738,48294,29633,6302,7097,38916,1172,35161,7838
2020-12-17 17:00:00,3520,16711,10094,6870,10172,4756,9247,8356,29624,8981,12228,4347,27144,6564,33427,27512,38639,5689,5958,3292,3707,32679,24316,2918,6398,32082,6505,13834,2063,26181,2923,4164,7647,31869,17042,10192,12132,33387,5099,3957,5977,2091,10488,7666,12320,6115,12501,8011,9965,11692,8055,14447,7336,3333,8529,165637,26996,46498,109017,14743,5492,2173,37497,23043,11707,22822,19549,7854,6708,13501,15955,10098,8891,6170,9986,6402,10684,21228,4457,12342,106349,5801,23103,9454,6709,4615,4692,7802,4333,9144,8850,6119,99781,5411,19553,39993,9210,19074,48577,30291,6326,7122,39726,1186,35756,7855
2020-12-18 17:00:00,3547,16474,10162,6894,10188,4786,9114,8420,30110,9117,12421,4018,27270,6462,33839,27681,38891,5791,6035,3307,3756,32914,24672,2941,6471,32265,6564,13858,2072,25894,2940,4229,7706,32019,17362,10335,12254,33561,5168,3980,6004,2115,10526,7700,12467,6205,12586,8062,10043,11756,8141,14668,7366,3351,8618,166547,27374,46701,109890,14698,5554,2173,38279,23159,11793,23001,19635,7967,6763,13577,16046,10121,9088,6225,10029,6443,10822,21456,4495,12534,107223,5919,23339,9557,6741,4638,4733,7936,4376,9312,8907,6170,99252,5440,19804,40933,9317,19446,48850,30951,6280,7137,40748,1204,36353,8084
2020-12-19 17:00:00,3561,16548,10244,6917,10211,4820,9158,8493,30676,9270,12613,4341,27382,6483,34194,27876,39139,5840,6151,3323,3803,33043,24950,2948,6523,32394,6610,13931,2107,26003,2974,4283,7809,32147,17603,10487,12321,33684,5269,4021,6039,2117,10553,7740,12531,6260,12632,8121,10070,11835,8206,14812,7402,3365,8808,167247,27642,46846,110186,14725,5659,2214,38980,23339,11875,23122,19781,8086,6802,13694,16109,10156,9445,6277,10077,6504,10954,21703,4537,12694,108267,6041,23537,9631,6804,4666,4788,7992,4420,9621,8945,6235,99564,5490,19987,41698,9462,19812,48930,31510,6310,7150,41585,1220,36980,8268
2020-12-20 17:00:00,3568,16634,10343,6939,10234,4853,9225,8535,31090,9352,12810,4341,27462,6512,34625,28122,39381,5925,6268,3408,3837,33235,25159,2981,6572,32460,6647,13978,2113,26122,2987,4326,7974,32285,17644,10652,12347,33848,5280,4036,6062,2144,10594,7787,12536,6348,12696,8180,10156,11902,8298,14899,7423,3374,8897,167817,27899,47053,110632,14737,5708,2233,39644,23610,11960,23308,19856,8174,6847,13772,16177,10200,9605,6339,10109,6551,11099,21935,4537,12858,109425,6192,23696,9692,6847,4682,4856,8048,4485,9699,9023,6269,99994,5493,20095,42374,9535,20210,48969,32205,6344,7186,42301,1221,37666,8287
2020-12-21 17:00:00,3568,16705,10401,6948,10267,4860,9243,8569,31327,9414,12946,4392,27534,6531,35077,28165,39538,5942,6379,3460,3918,33333,25438,2984,6594,32491,6669,13987,2127,26173,2999,4339,8105,32403,18066,10775,12352,33949,5323,4046,6066,2161,10615,7790,12547,6381,12715,8241,10171,11973,8310,14953,7448,3378,8930,168243,28156,47145,110971,14853,5744,2236,40256,23822,12045,23343,19894,8245,6856,13834,16237,10233,9672,6360,10137,6591,11210,22151,4537,12991,110599,6282,23927,9752,6915,4695,4895,8049,4572,9716,9038,6270,100291,5495,20154,42853,9603,20273,48983,32638,6349,7224,42779,1237,37984,8288
2020-12-22 17:00:00,3604,16746,10455,6981,10286,4898,9293,8592,31667,9485,13103,4428,27582,6548,35362,28267,39694,5992,6407,3508,3930,33465,25723,3012,6643,32740,6700,14057,2129,26213,3040,4351,8188,32501,18216,10870,12617,34046,5366,4060,6093,2161,10617,7811,13214,6445,12759,8260,10200,12011,8406,15057,7473,3386,9129,168705,28294,47239,111423,14897,5792,2259,40834,23972,12066,23460,19986,8389,6870,13951,16275,10258,9873,6420,10158,6612,11343,22281,4723,13128,109434,6378,24093,9804,6970,4707,4967,8109,4605,9915,9054,6285,100591,5537,20290,43579,9671,20505,49750,33207,6382,7242,43311,1243,38394,8207
2020-12-23 17:00:00,3641,16833,10596,6992,10332,4925,9359,8680,31973,9553,13360,4443,27667,6576,35647,28398,39976,6049,6470,3574,3955,33585,25961,3082,6711,32880,6774,14110,2133,26332,3070,4418,8285,32617,18421,10947,12711,34123,5419,4089,6124,2163,10669,7862,13488,6535,12802,8310,10267,12074,8501,15234,7494,3411,9370,169347,28410,47353,112037,14965,5807,2287,41365,24122,12119,23614,20076,8538,6914,14063,16321,10288,9711,6490,10177,6644,11497,22362,4728,13258,109775,6527,24270,9900,7024,4722,5020,8186,4672,10123,9146,6339,101079,5622,20447,44179,9696,20497,49995,33728,6418,7279,43962,1293,39017,8411
2020-12-24 17:00:00,3674,16895,10737,6871,10376,4970,9445,8728,32539,9849,13575,4472,27771,6611,36123,28540,40286,6122,6558,3601,4045,33819,26230,3128,6782,33147,6828,14151,2145,26487,3099,4447,8419,32810,18610,11059,12874,34312,5631,4099,6147,2188,10736,7922,13775,6606,12859,8368,10349,12149,8555,15443,7518,3447,9447,170044,28694,47511,112569,15051,5910,2287,41919,24350,12196,23855,20201,8667,6941,14211,16385,10313,9866,6605,10224,6681,11615,22543,4727,13391,110740,6660,24477,9965,7070,4745,5107,8262,4747,10369,9201,6387,101639,5688,20685,44948,9886,20764,50332,34390,6440,7314,44784,1305,39659,8498
2020-12-25 17:00:00,3723,17040,10930,6882,10408,4996,9535,8729,33051,9899,13840,4503,27891,6633,36638,28722,40652,6174,6678,3657,4101,34036,26452,3177,6935,33246,6855,14237,2146,26605,3106,4542,8570,32949,18850,11289,12914,34543,5646,4128,6182,2200,10808,7988,13779,6649,13014,8442,10436,12229,8658,15616,7565,3461,9648,170922,29053,47694,112856,15113,5945,2388,42713,24413,12319,24064,20333,8825,6993,14327,16468,10355,10039,6658,10274,6724,11809,22716,4752,13624,112340,6845,24761,10037,7175,4782,5149,8315,4828,10479,9261,6475,101997,5725,20839,45994,10018,21020,50483,35397,6491,7335,45557,1358,40516,8509
2020-12-26 17:00:00,3723,17056,11013,6906,10428,5001,9587,8802,33212,9926,13891,4515,27988,6653,37106,28746,40783,6226,6716,3661,4125,34106,26615,3201,6936,33371,6879,14263,2183,26619,3106,4545,8720,33035,19104,11485,12934,34549,5712,4134,6182,2203,10815,8002,13782,6678,13082,8484,10447,12307,8682,15712,7591,3463,9752,171421,29335,47835,113378,15151,5998,2388,43245,24451,12368,24094,20378,8916,7016,14462,16530,10375,10076,6679,10291,6724,12005,22838,4753,13765,113436,6957,24802,10078,7193,4827,5172,8325,4869,10497,9264,6477,102256,5730,20963,46484,10086,21071,50824,35943,6492,7349,46103,1390,40733,8510
2020-12-27 17:00:00,3751,17132,11073,6933,10459,5007,9605,8802,33341,9942,14069,4521,28005,6662,37458,28803,40894,6251,6743,3671,4126,34130,26707,3210,6939,33426,6904,14267,2184,26655,3168,4550,8757,33120,19112,11617,12980,34614,5719,4141,6183,2203,10823,8020,13783,6695,13088,8493,10463,12325,8741,15768,7596,3466,9947,171545,29585,47848,113558,15160,6013,2388,43863,24648,12370,24104,20411,8965,7021,14488,16558,10383,10108,6685,10308,6738,12138,22976,4755,13968,114332,7025,24881,10122,7205,4846,5227,8370,4879,10520,9273,6479,102510,5759,21049,47208,10123,21131,50831,36433,6517,7384,46802,1472,41274,8533
2020-12-28 17:00:00,3755,17151,11099,6994,10474,5018,9645,8806,33560,9960,14177,4538,28019,6680,37599,28923,41039,6281,6775,3760,4133,34188,26824,3225,6950,33460,6919,14277,2183,26685,3217,4553,8796,33173,19381,11761,13280,34724,5744,4147,6209,2203,10842,8040,14232,6781,13101,8519,10475,12351,8770,15769,7611,3476,10059,171680,29634,47898,113839,15225,6044,2388,44502,24835,12388,24146,20455,9022,7029,14535,16576,10385,10146,6692,10316,6771,12228,23033,4774,14102,114304,7115,24955,10171,7218,4858,5283,8371,4923,10536,9278,6509,102622,5762,21148,47689,10187,21188,50932,37086,6522,7398,47413,1566,41451,8731
2020-12-29 17:00:00,3781,17181,11222,6982,10506,5054,9700,8830,33847,10086,14280,4571,28033,6735,37708,29014,41144,6355,6821,3817,4136,34327,27009,3252,6964,33510,6973,14315,2189,26870,3252,4636,8835,33234,19462,11934,13381,34819,5804,4154,6249,2208,10850,8117,14352,6840,13135,8539,10504,12408,8808,15815,7618,3486,10346,171936,29733,47957,114271,15261,6044,2401,45071,25060,12460,24220,20602,9216,7048,14640,16602,10403,10248,6748,10335,6804,12325,23135,5019,14192,114941,7225,25122,10206,7297,4882,5325,8413,4945,10642,9283,6540,103027,5867,21323,48090,10242,21451,51000,37585,6563,7424,47991,1613,41830,8778
2020-12-30 17:00:00,3793,17281,11429,6981,10562,5079,9800,8864,34429,10274,14438,4617,28103,6796,37965,29234,41370,6393,6882,3874,4170,34552,27260,3308,7058,33609,7063,14397,2194,27009,3272,4715,8954,33365,19718,12045,13574,35060,5925,4175,6301,2218,10913,8171,14360,6988,13195,8582,10566,12465,8933,15985,7630,3512,10578,172597,29924,48078,114635,15299,6138,2420,45587,25352,12551,24366,20838,9341,7086,14761,16661,10413,10381,6831,10355,6850,12559,23275,5024,14332,115935,7340,25368,10282,7349,4933,5423,8464,5023,10890,9346,6632,103512,5943,21520,48582,10420,21811,51136,38173,6612,7471,48574,1784,42345,8896
