data,milano_infected,roma_infected,napoli_infected,torino_infected,palermo_infected,genova_infected,bologna_infected,firenze_infected,bari_infected,catania_infected
2022-01-18,71359.51498460883,78274.3856055577,52156.91427462113,39757.15476036184,13378.921353412645,12866.844261428609,15712.196998343996,14178.799745061235,13370.046470969757,7687.563316360291
2022-01-19,92702.9765386307,102356.18757630054,68429.09380558919,51918.170030048335,17490.92995664283,17012.239310441935,20539.99652946757,18638.067134825098,17201.047015534103,10049.705074670508
2022-01-20,121610.95365690695,133338.50767917433,89666.60390808084,67927.33546455359,22989.60408629836,22360.51881598554,26930.757153194423,24613.146592468802,22308.72138151907,13503.647397535446
2022-01-21,157532.18621556932,173199.53088979336,117298.65926970118,88521.58733479305,30703.964290330136,29212.087426098304,35010.46640350679,32159.629236625984,29137.531630317124,17628.215551006666
2022-01-22,203226.25144800136,226373.5396893199,154468.6742181846,115408.45901357621,39923.17461930339,38004.39956000048,45711.37475546022,41776.90714676143,37657.21612775468,23510.67302240819
2022-01-23,261774.6239101905,292760.6224616973,201995.40600888684,149595.08497458152,51649.52089706702,49762.486011168934,59252.07602796871,54548.04719202114,49319.7231586782,30828.64184549542
2022-01-24,336813.9943153369,378314.56547925516,261261.5956135773,193980.17378704646,67333.10080272736,64986.65451052306,76919.75219463205,70922.12434810464,64984.08835258164,40163.781213479735
2022-01-25,430082.50589088525,484091.26987454784,333981.8051586709,249775.13500352472,87297.81954096927,84221.20461297435,99175.2101502733,91894.98327694264,83760.19220450526,52293.70723083835
2022-01-26,543150.3295929816,614944.2420631748,429104.20392081694,319713.0590610324,114289.7301855773,108540.91368867474,126999.03176510625,118217.85197563036,109196.64827765203,68262.90516547451
2022-01-27,678922.3806681271,775625.897755847,544827.5724217171,404968.22368228843,147496.48303506413,139415.91277007046,162477.52149692373,152096.20647865016,142151.20277213384,88285.83414171993
2022-01-28,845825.3210184572,966109.3367655869,679926.7262208654,508047.3663163903,189050.86104119162,177071.777803389,204429.68912461435,195176.17192865783,181270.61293615398,115130.52311514264
2022-01-29,1035325.2435044529,1191791.1123749295,844519.7964207979,631303.587114644,240672.45531633773,222227.05482920966,255193.4560652767,245400.15120257213,231548.841087422,144551.47482687022
2022-01-30,1243211.2535253721,1448512.9072856572,1043892.5402111512,772040.182651466,306636.580457347,275947.86583635595,315068.8505005231,306072.33223739045,292988.50047648296,183784.65648072938
2022-01-31,1460984.259572797,1729959.2628659534,1255434.8541129641,928687.755505742,382803.95713218447,337514.68271237257,383373.79160563013,376913.5991611656,367768.7856055055,229297.7738748014
2022-02-01,1682280.5990629247,2022533.700757552,1488262.7827641761,1095570.4576451844,467616.96806146845,406624.27826585766,457805.9743957558,458640.9876510336,452983.79030976107,287639.76265881764
2022-02-02,1904537.801987231,2324334.365326713,1737936.0509126973,1270618.3112198042,559424.7566783056,483120.541881705,537514.1302624376,543585.2541012358,544591.3353033176,356099.53830531094
2022-02-03,2112657.132305477,2613816.847632695,1974481.292452449,1440813.889923531,664623.459705808,560634.5340443501,618705.0346789369,633780.0808151881,645153.6445754289,423327.2710026733
2022-02-04,2306018.0943667456,2887524.3146508243,2190887.0206220667,1602258.7249090318,769163.7895806627,637326.9177961549,698945.8949146647,726631.8538240372,752982.8296008316,500482.51955700555
2022-02-05,2471165.688382718,3127593.375036132,2396856.7788791186,1750426.3045654662,869024.4857424845,711917.2773085095,773872.7433789273,814780.8488413892,856760.3036364601,578179.1265000206
2022-02-06,2609625.3517571073,3337633.881247817,2572261.0002145306,1883189.7919508235,971691.4459902315,780766.0546166893,842346.5535780971,896824.0686565076,957717.477405671,654553.8435797147
2022-02-07,2729811.530444944,3512368.6301097674,2732846.3033326296,1992282.2037062985,1059879.1325423175,840468.3837025078,902301.0694819505,968013.4301097014,1048624.6246550165,733797.1048468072
2022-02-08,2823348.8529093987,3654529.966025199,2864780.041259569,2084049.3245472065,1136964.1160129057,893197.8218493236,953556.4810141465,1031293.9809455709,1132047.862241358,807574.2022133755
2022-02-09,2901799.404801354,3771770.59773725,2974249.9354914287,2158630.939062581,1203913.746077654,937596.308650653,997648.8315717516,1083856.3173429824,1203424.5918767026,867853.2399745614
2022-02-10,2962908.733793312,3867436.1002338044,3064754.255991797,2217719.809132747,1261997.1145674055,973173.3088147789,1033768.7339576627,1128660.7670949437,1262450.823468687,921470.3002309905
2022-02-11,3010765.201495631,3944036.5835856893,3136858.182265409,2265049.600246119,1307691.582089857,1002599.1324282731,1062718.3242794077,1164419.765455674,1310712.5371103226,969219.2634506238
2022-02-12,3049906.885640873,4004356.386823915,3195565.2779444987,2304185.3237675014,1343890.7934054488,1025653.2506377464,1086482.996185487,1192961.6074696803,1351044.0575699932,1007429.9200214855
2022-02-13,3082671.7463179976,4053580.148438212,3241822.8129229103,2334977.572318039,1374889.3567729085,1045097.6898845985,1105328.7941900059,1215883.6104993038,1383208.5254990233,1038746.9541949403
2022-02-14,3108125.4326761756,4093736.741623184,3279173.3790751384,2359058.465036739,1400212.9223594419,1059960.2572146303,1120573.929512872,1234868.6918476818,1409510.9316128774,1064296.1699243768
2022-02-15,3128879.5203924724,4125964.3260881347,3308439.3021883923,2378876.932031426,1419146.693223542,1072084.475817262,1132682.5401814012,1249561.820151359,1430820.1815619064,1084256.915201174
2022-02-16,3146451.526201077,4152517.0115364688,3331417.360574336,2395316.552307492,1434812.4324002648,1081770.8352534336,1142696.4981166278,1261716.3121349418,1447165.3438964677,1100817.5401334944
2022-02-17,3160787.684770837,4174008.3375119013,3352107.01431658,2408266.80675628,1447186.2291116351,1089848.4044591228,1150832.3275784382,1271641.2635687767,1460758.7466948542,1114810.005792725
2022-02-18,3172516.4488120065,4192036.0173901357,3368940.602378618,2419001.236626735,1457474.1768938457,1096158.9924479157,1157561.8050467721,1279483.8028994966,1471974.6188092907,1125687.1807795349
2022-02-19,3182179.851137662,4206823.477656808,3382498.036974053,2427837.979845258,1465879.7700200626,1101537.1234989953,1163007.2853718419,1285957.9041761444,1481054.1065772779,1134187.2596784038
2022-02-20,3190234.215810286,4218999.028536847,3393750.5403147303,2435503.597683963,1472902.3810147825,1105919.9422995723,1167498.5201213341,1291392.249452955,1488534.5495571427,1142267.127874145
2022-02-21,3197101.5826794924,4230082.787001631,3403313.135461585,2441898.1464993395,1478307.8912775249,1109564.927807499,1171242.910444876,1295786.7758541836,1494709.7231635035,1147968.7110866627
2022-02-22,3202774.8234207323,4238216.31585204,3411508.501122587,2447226.004468136,1482975.112326388,1112659.9305661921,1174507.6852481458,1299433.844450335,1499889.8222481965,1152932.7444666
2022-02-23,3207942.2331443983,4246044.062812637,3418362.5420535756,2451709.8438431425,1486783.6065224858,1115290.6880356544,1177170.9928051515,1302632.7236621033,1504011.6955419949,1156952.0783750352
2022-02-24,3211727.5384848025,4252561.085681288,3423876.349622628,2455358.6783079635,1489882.0335137493,1117469.3032066477,1179294.5627047275,1305307.4098898643,1507675.602157181,1160357.7418090692
2022-02-25,3215605.482621584,4258404.453899349,3428736.419039263,2458562.839971831,1492525.2899727398,1119330.1607394496,1181173.7684419751,1307573.9384359962,1510786.7009719035,1163345.30688839
2022-02-26,3218761.3755432554,4263039.9051232785,3432570.108150157,2461196.903611284,1494967.1695380886,1120859.0112384555,1182752.7489543483,1309348.1858791339,1513396.977839262,1165613.8432476681
2022-02-27,3221613.7204575213,4267098.578266358,3436294.9801453683,2463633.6947128978,1496926.142099863,1122170.8812865203,1184065.2063845214,1310978.8601470545,1515544.4822221156,1167624.6582754268
2022-02-28,3223811.2797815795,4270175.100514046,3439232.285225956,2465760.644488592,1498493.6010193191,1123384.9084679198,1185227.7980325182,1312285.4546761706,1517211.713547697,1169412.0713360002
2022-03-01,3225736.262410043,4273302.5377744725,3441655.6635773657,2467735.3605370503,1499994.5237162528,1124323.2073810326,1186135.4571723202,1313442.3650864784,1518715.111268585,1170892.1566545123
2022-03-02,3227813.577876683,4275489.536137323,3444003.090926146,2469286.328949575,1501241.110901215,1125102.7253035975,1186983.7345751098,1314288.4819904305,1520044.6845781154,1172178.5949113201
2022-03-03,3229308.7100676307,4278444.630414006,3445825.759554827,2470535.097364418,1502398.480109398,1125865.5114975453,1187633.6755927915,1315031.1242386447,1521171.6932719476,1173351.7095020898
2022-03-04,3230639.661971568,4280383.3283520015,3446894.8347487445,2471830.1198542807,1503428.1462290508,1126454.7010796187,1188321.7543291056,1315686.0666965123,1522085.9409042804,1174435.7251723143
2022-03-05,3231548.1740367594,4282361.099257621,3448166.7662251047,2473078.1376243904,1504147.7296982715,1126947.3838328477,1188856.9912990427,1316298.0140276826,1522924.2710799766,1175266.8983241315
2022-03-06,3232682.8886378496,4283721.069658672,3449538.1077897185,2473880.211674266,1504663.5423189716,1127458.2215973008,1189318.335555867,1316963.7106567996,1523660.9088475776,1175894.8932909907
2022-03-07,3233507.865462304,4285025.867316902,3450675.4656819645,2474605.304744922,1505191.5119418937,1127961.1397695395,1189838.6065600584,1317501.8404974763,1524329.8565038159,1176557.7848933565
2022-03-08,3234217.7324332343,4286541.3339501005,3451729.895084929,2475302.0650887545,1505783.1627883704,1128323.7448866605,1190186.8919105846,1318025.711361647,1525006.2114314828,1177195.6464825768
2022-03-09,3234922.132223238,4287477.337756914,3452574.4127806225,2475746.138100186,1506187.16234253,1128588.8305928765,1190498.33513491,1318306.6618471055,1525458.9764955544,1177669.189013176
2022-03-10,3235310.2121420274,4288305.766126872,3453524.497221561,2476218.519281106,1506602.7175850708,1128886.7148544195,1190858.7676729902,1318657.1339044962,1525815.0848945486,1178000.7215524118
2022-03-11,3235688.4406502317,4288813.61769813,3453883.718315033,2476556.595149722,1507085.4600814837,1129177.491849272,1191104.4368134139,1319016.1401416564,1526242.205392022,1178330.127025562
2022-03-12,3235985.4993369216,4289304.490213938,3454439.860201212,2476825.6262889956,1507334.6841857284,1129379.164759393,1191333.7055090594,1319264.7351504804,1526561.3172933152,1178624.1047852233
2022-03-13,3236059.999584631,4289692.690099222,3455072.1551786307,2477140.175282099,1507556.2164109356,1129678.1038374724,1191624.9358720123,1319522.838058539,1526765.949177855,1178828.666780586
2022-03-14,3236059.999584631,4290358.444315687,3455164.27325507,2477140.175282099,1507825.1984144135,1129784.0357588371,1191726.506248456,1319687.7341703759,1526955.9791351198,1178989.5400068068
2022-03-15,3236444.49021938,4290796.570647808,3455541.293204812,2477367.4802146405,1508002.0031025687,1130029.4523064839,1191800.3180734364,1319787.7341033553,1527240.8435824353,1179142.4373138635
2022-03-16,3236444.49021938,4291144.448599863,3455898.7520483215,2477505.9797152616,1508055.3338193737,1130169.2254719154,1191873.0498402342,1320081.3268058652,1527251.8847704234,1179336.905750187
2022-03-17,3236705.5797970933,4291637.074511328,3456089.0122954985,2477704.6344286813,1508182.7133640898,1130276.5233833129,1191882.4458812468,1320191.2420555819,1527292.4292184096,1179498.3256776177
2022-03-18,3236945.635229071,4291771.1210412085,3456555.745919867,2477936.8590003294,1508182.7133640898,1130401.6122631792,1191941.0812028707,1320225.4658157378,1527463.5030368513,1179647.829435178
2022-03-19,3237194.5041365875,4292018.354882379,3456742.3441495458,2478039.2395995185,1508229.389541694,1130480.2167735465,1192083.4472927924,1320373.993438474,1527586.885031645,1179734.6047988113
2022-03-20,3237344.0532058016,4292018.354882379,3457188.1773867635,2478141.425918624,1508445.0462048196,1130686.4944592486,1192156.6849053688,1320528.0166325201,1527586.885031645,1179751.1691373228
2022-03-21,3237344.0532058016,4292018.354882379,3457693.1798808845,2478566.0238554603,1508507.1863796066,1130715.367827116,1192166.5183574704,1320569.7511924794,1527930.3079122626,1179847.9382921334
2022-03-22,3237527.642825253,4292675.47860033,3457693.1798808845,2478566.0238554603,1508508.8265045881,1130826.5900410125,1192400.9455668426,1320712.387341248,1527956.138898013,1179856.9745326338
2022-03-23,3237527.642825253,4292675.47860033,3457693.1798808845,2478788.9917487754,1508618.5448608673,1130905.0266869413,1192438.991722187,1320712.657540601,1527956.138898013,1179909.1865044902
2022-03-24,3237527.642825253,4292675.47860033,3457693.1798808845,2478940.337264898,1508682.8899840973,1130982.0066844216,1192438.991722187,1320837.290179747,1528010.6913781273,1179946.090615457
2022-03-25,3237573.1744497498,4292675.47860033,3457743.2680497956,2478955.647800079,1508682.8899840973,1130984.4217514724,1192663.433997433,1321040.6217517587,1528084.2333195219,1180056.940992559
2022-03-26,3237711.30342025,4292911.065487085,3457987.261686393,2478955.647800079,1508778.1775817447,1131049.5855487308,1192663.433997433,1321040.6217517587,1528084.2333195219,1180163.8489763855
2022-03-27,3238085.642806221,4292988.285835638,3458046.621904287,2478971.6819772515,1508844.2173077783,1131049.5855487308,1192714.9593342775,1321091.7592508043,1528143.0793185604,1180186.8022096928
2022-03-28,3238177.228221388,4293023.638040362,3458046.621904287,2478971.6819772515,1508929.7452491848,1131049.5855487308,1192726.0890017524,1321217.2072317281,1528340.711668752,1180347.8131677234
2022-03-29,3238177.228221388,4293516.139459746,3458046.621904287,2478971.6819772515,1508951.9665513257,1131049.5855487308,1192746.4341967555,1321236.0596985964,1528340.711668752,1180400.7413546448
2022-03-30,3238177.228221388,4293775.028152053,3458046.621904287,2479107.007997863,1508951.9665513257,1131049.5855487308,1192783.3723827812,1321322.3129760455,1528362.8041286117,1180400.7413546448
2022-03-31,3238268.8084341763,4293775.028152053,3458046.621904287,2479157.7641025693,1508951.9665513257,1131130.6512396357,1192807.0124491972,1321360.4975627537,1528496.6512130504,1180400.7413546448
2022-04-01,3238268.8084341763,4293929.72879122,3458046.621904287,2479230.215889194,1509086.7816296653,1131131.8087095153,1192833.4675959714,1321394.2258812485,1528608.4692262653,1180400.7413546448
2022-04-02,3238384.0608982444,4293929.72879122,3458277.435196001,2479318.2338933046,1509165.6857579749,1131139.8049049568,1192833.4675959714,1321394.2258812485,1528637.930139158,1180400.7413546448
2022-04-03,3238518.9231116497,4293929.72879122,3458277.435196001,2479318.2338933046,1509165.6857579749,1131139.8049049568,1192848.452599628,1321394.2258812485,1528637.930139158,1180400.7413546448
2022-04-04,3238630.46648278,4293936.044960036,3458326.2961656325,2479455.139202601,1509165.6857579749,1131156.6362282047,1192883.7259078894,1321420.5990843235,1528637.930139158,1180471.5846549177
2022-04-05,3238630.46648278,4293936.044960036,3458437.774502391,2479497.078785862,1509165.6857579749,1131238.267365049,1192929.7159417223,1321540.9223985479,1528637.930139158,1180520.796561312
2022-04-06,3238726.9377637883,4294151.86264855,3458630.596628322,2479592.10111487,1509165.6857579749,1131238.267365049,1192982.6873228587,1321617.1975312466,1528637.930139158,1180520.796561312
2022-04-07,3238770.3892924762,4294151.86264855,3458925.2961637066,2479737.130205567,1509280.3950221778,1131306.2874902315,1193057.6977852695,1321717.0347385465,1528844.0504474128,1180550.2234488179
2022-04-08,3239269.6587142395,4294287.882672063,3458983.005604727,2479877.705084951,1509280.3950221778,1131323.47371685,1193102.472540899,1321813.8848503625,1528844.0504474128,1180603.7408440912
2022-04-09,3239508.571752002,4294346.505403196,3458983.005604727,2479877.705084951,1509280.3950221778,1131323.47371685,1193178.34041936,1321813.8848503625,1528844.0504474128,1180603.7408440912
2022-04-10,3239508.571752002,4294346.505403196,3459264.330538778,2479913.834420169,1509280.3950221778,1131383.6317566414,1193214.5983005925,1321813.8848503625,1528844.0504474128,1180618.2594097494
2022-04-11,3239513.7460355833,4294639.697322642,3459264.330538778,2479913.834420169,1509280.3950221778,1131383.6317566414,1193261.233854452,1321813.8848503625,1528844.0504474128,1180618.2594097494
2022-04-12,3239513.7460355833,4294681.888145593,3459404.604430704,2479954.1730364026,1509420.7750539458,1131429.0860442745,1193341.325418696,1321848.7833158814,1528965.5538745367,1180618.2594097494
2022-04-13,3239513.7460355833,4294681.888145593,3459404.604430704,2479976.448859867,1509420.7750539458,1131429.0860442745,1193341.325418696,1321848.7833158814,1528969.062673597,1180618.2594097494
2022-04-14,3239513.7460355833,4294681.888145593,3459598.6709876307,2480094.158924437,1509461.0360118772,1131435.5888797669,1193392.5953339804,1321884.1208307974,1529061.7321136734,1180657.0151226805
2022-04-15,3239615.97400697,4294690.058822764,3459598.6709876307,2480094.158924437,1509578.0725120706,1131615.6747287684,1193406.8463408705,1321884.1208307974,1529125.0678023002,1180667.344145705
2022-04-16,3239615.97400697,4294738.794099948,3459598.6709876307,2480094.158924437,1509651.6687805501,1131681.7154791993,1193406.8463408705,1321884.1208307974,1529125.0678023002,1180667.344145705
2022-04-17,3239731.1771741672,4294963.127256448,3459788.9010536037,2480125.358195614,1509651.6687805501,1131703.8831276402,1193505.1898141482,1321907.3935092401,1529125.0678023002,1180672.104472331
2022-04-18,3239904.802174851,4295254.938615643,3459788.9010536037,2480125.358195614,1509658.7346350576,1131889.579217032,1193553.9484917202,1321923.9314086079,1529256.207786721,1180693.2668300734
2022-04-19,3239964.7438796484,4295274.770575145,3459824.0829429864,2480322.6690200297,1509658.7346350576,1131889.579217032,1193580.5658684485,1321975.325890191,1529256.207786721,1180761.8139743712
2022-04-20,3239964.7438796484,4295341.403752582,3459861.4477172117,2480322.6690200297,1509794.0327489981,1132009.6288767518,1193580.5658684485,1321975.325890191,1529256.207786721,1180768.6078526974
2022-04-21,3239964.7438796484,4295341.403752582,3459861.4477172117,2480350.7712250813,1509794.0327489981,1132034.8372740354,1193750.1161246675,1322088.9591975373,1529326.7031595157,1180811.8625264082
2022-04-22,3239964.7438796484,4295341.403752582,3460078.0677646734,2480350.7712250813,1509828.642492002,1132059.2733070003,1193750.1161246675,1322088.9591975373,1529444.2611230311,1180967.3011353717
2022-04-23,3239972.141153495,4295414.924130066,3460117.906732116,2480350.7712250813,1509912.4212692075,1132117.8806987628,1193839.5691324729,1322143.4581663078,1529536.672526127,1181006.396100982
2022-04-24,3240014.7985429526,4295531.461187931,3460117.906732116,2480470.41765243,1509912.4212692075,1132117.8806987628,1193852.5327352122,1322143.4581663078,1529536.672526127,1181006.396100982
2022-04-25,3240059.934028969,4295850.4506518515,3460117.906732116,2480470.41765243,1509912.4212692075,1132179.956002651,1193910.1405461947,1322143.4581663078,1529610.3140913607,1181006.396100982
2022-04-26,3240317.009590482,4295850.4506518515,3460202.6047877306,2480472.3282345026,1509957.6896549652,1132179.956002651,1193910.1405461947,1322256.1547227008,1529626.965781253,1181042.9090854714
2022-04-27,3240317.009590482,4296292.860259016,3460466.8028974365,2480472.3282345026,1510035.3885621214,1132208.4126919222,1193910.1405461947,1322256.1547227008,1529638.8347242395,1181048.6631106162
2022-04-28,3240317.009590482,4296292.860259016,3460466.8028974365,2480472.3282345026,1510035.3885621214,1132208.4126919222,1193927.8572266991,1322293.7124113305,1529638.8347242395,1181085.2516437648
2022-04-29,3240317.009590482,4296356.357394432,3460591.7926224014,2480491.102593292,1510100.3160337994,1132208.4126919222,1193990.9443262883,1322293.7124113305,1529658.2495901627,1181126.8266257725
2022-04-30,3240378.353543883,4296356.357394432,3460591.7926224014,2480491.102593292,1510128.7589588338,1132208.4126919222,1194105.8816222227,1322293.7124113305,1529708.6350709728,1181126.8266257725
2022-05-01,3240378.353543883,4296356.357394432,3460648.5924258344,2480491.102593292,1510239.3376860286,1132208.4126919222,1194105.8816222227,1322511.1458660613,1529708.6350709728,1181193.4743366863
2022-05-02,3240378.353543883,4297140.04171628,3460690.874919994,2480491.102593292,1510239.3376860286,1132208.4126919222,1194113.3482615629,1322511.1458660613,1529708.6350709728,1181193.4743366863
2022-05-03,3240387.3986456883,4297140.04171628,3460892.612985211,2480565.642709417,1510292.6796915361,1132225.8721970054,1194113.3482615629,1322511.1458660613,1529708.6350709728,1181193.615870588
2022-05-04,3240611.528914543,4297167.924223211,3460892.612985211,2480565.642709417,1510292.6796915361,1132282.4312387747,1194113.3482615629,1322511.1458660613,1529900.0161242038,1181193.615870588
2022-05-05,3240611.528914543,4297167.924223211,3460943.860043416,2480565.642709417,1510292.6796915361,1132282.4312387747,1194113.3482615629,1322537.0578815986,1529900.0161242038,1181193.615870588
2022-05-06,3240624.5922153075,4297167.924223211,3461027.586245907,2480565.642709417,1510292.6796915361,1132301.213127725,1194141.3487220602,1322537.0578815986,1529900.0161242038,1181193.615870588
2022-05-07,3240624.5922153075,4297167.924223211,3461027.586245907,2480565.642709417,1510312.6551506638,1132369.7215220823,1194141.3487220602,1322584.3565579664,1529900.0161242038,1181193.615870588
2022-05-08,3240766.1296605286,4297167.924223211,3461041.4393830677,2480637.199263991,1510335.0309987364,1132535.961396555,1194141.3487220602,1322584.3565579664,1529900.0161242038,1181193.615870588
2022-05-09,3240919.365065513,4297167.924223211,3461221.7752097077,2480665.5300741796,1510335.0309987364,1132561.1662715669,1194141.3487220602,1322584.3565579664,1529934.796244638,1181197.4744784913
2022-05-10,3241147.0261472426,4297167.924223211,3461382.1106510223,2480665.5300741796,1510335.0309987364,1132659.167439606,1194221.1532001796,1322629.2145126855,1530015.0662078257,1181207.2609732195
2022-05-11,3241147.0261472426,4297167.924223211,3461630.564885676,2480665.5300741796,1510335.0309987364,1132659.167439606,1194254.2615716609,1322629.2145126855,1530137.1764896116,1181284.198806154
2022-05-12,3241171.3192364057,4297167.924223211,3461630.564885676,2480694.938904706,1510390.5125427865,1132684.8874700444,1194305.822382432,1322629.2145126855,1530137.1764896116,1181284.198806154
2022-05-13,3241171.3192364057,4297167.924223211,3462053.443590542,2480900.796204172,1510470.7453976138,1132713.0786294444,1194305.822382432,1322629.2145126855,1530137.1764896116,1181284.198806154
2022-05-14,3241379.9948790586,4297167.924223211,3462053.443590542,2480900.796204172,1510470.7453976138,1132738.940264489,1194305.822382432,1322629.2145126855,1530137.1764896116,1181354.0650145756
2022-05-15,3241460.276401046,4297395.986403817,3462053.443590542,2480900.796204172,1510470.7453976138,1132738.940264489,1194393.0826304874,1322629.2145126855,1530178.283508864,1181354.0650145756
2022-05-16,3241460.276401046,4297395.986403817,3462093.5216406942,2480900.796204172,1510470.7453976138,1132738.940264489,1194393.0826304874,1322629.2145126855,1530178.283508864,1181354.0650145756
2022-05-17,3241487.2386805653,4297395.986403817,3462093.5216406942,2480968.7273788447,1510610.820386344,1132738.940264489,1194393.0826304874,1322699.57184818,1530178.283508864,1181367.731496965
2022-05-18,3241788.7854318433,4297395.986403817,3462093.5216406942,2480968.7273788447,1510610.820386344,1132794.3914290217,1194393.0826304874,1322699.57184818,1530209.960026204,1181367.731496965
2022-05-19,3241788.7854318433,4297467.024168909,3462373.319916793,2480968.7273788447,1510646.3370509732,1132879.2546376507,1194393.0826304874,1322711.4266329017,1530295.5092142266,1181367.731496965
2022-05-20,3241788.7854318433,4297679.635037849,3462373.319916793,2481274.5167591884,1510648.9770552565,1133035.6134093476,1194400.6077164328,1322711.4266329017,1530295.5092142266,1181367.731496965
2022-05-21,3241788.7854318433,4297679.635037849,3462373.319916793,2481440.601502045,1510709.619666185,1133035.6134093476,1194507.8522571921,1322711.4266329017,1530295.5092142266,1181379.6131917813
2022-05-22,3241960.603148254,4297697.268317272,3462373.319916793,2481440.601502045,1510709.619666185,1133035.6134093476,1194507.8522571921,1322760.1197819898,1530354.7376458736,1181399.690158004
2022-05-23,3241975.7169415215,4297866.496065519,3462373.319916793,2481440.601502045,1510898.2847276148,1133050.1156778564,1194507.8522571921,1322760.1197819898,1530365.838354346,1181415.3352839288
2022-05-24,3242204.5136629744,4297919.390114095,3462373.319916793,2481497.7002153113,1510898.2847276148,1133050.1156778564,1194507.8522571921,1322812.3791452616,1530365.838354346,1181415.3352839288
2022-05-25,3242279.746608837,4297919.390114095,3462442.8253521277,2481637.8581537395,1510898.2847276148,1133050.1156778564,1194507.8522571921,1322812.3791452616,1530365.838354346,1181479.4056173775
2022-05-26,3242279.746608837,4297919.390114095,3462442.8253521277,2481637.8581537395,1510898.2847276148,1133070.751507194,1194507.8522571921,1322812.3791452616,1530375.7113315475,1181485.9488085643
2022-05-27,3242279.746608837,4297919.390114095,3462792.511552976,2481637.8581537395,1510898.2847276148,1133070.751507194,1194507.8522571921,1322812.3791452616,1530390.0678232522,1181485.9488085643
2022-05-28,3242380.9828844513,4297919.390114095,3462792.511552976,2481639.968722259,1511052.9546071726,1133070.751507194,1194666.6354778965,1322812.3791452616,1530437.291349132,1181550.9762550076
2022-05-29,3242380.9828844513,4298079.394069758,3462792.511552976,2481713.413706182,1511052.9546071726,1133164.1491889723,1194666.6354778965,1322950.570294582,1530534.0734013496,1181554.6590716697
2022-05-30,3242380.9828844513,4298079.394069758,3463058.272737177,2481719.2156871418,1511052.9546071726,1133164.1491889723,1194667.7541983235,1323043.7804036092,1530580.6353756436,1181625.1308041501
2022-05-31,3242380.9828844513,4298079.394069758,3463058.272737177,2481719.2156871418,1511052.9546071726,1133201.4536292206,1194667.7541983235,1323043.7804036092,1530604.8604045361,1181726.0793672448
